URL,Rating,Review,PreprocessedReviews,IsEnglish,VASentiment,TBSentiment
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,4.25,"Mystery, adventure, fantasy all rolled into a marvelously written and exciting book. One of the favorite YA books I read in 2007.

(Catching up on reviews for books read before blogging/Goodreads days, made from notes made at the time the book was read. Written on 7/27/21.)",mystery adventure fantasy rolled marvelously written exciting book one favorite ya books read catching reviews books read days made notes made time book read written,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,4.5,"Loved this book, only wish I read it as a kid instead of an adult. This book is such a fantasy classic for me. It’s hard not to fall in love with the world of Eragon. ",loved book wish read kid instead adult book fantasy classic hard fall love world eragon,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,1.0,Frankly epic choice for my commuting and falling asleep audiobook,frankly epic choice commuting falling asleep audiobook,True,Negative,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,3.75,"Rereading this with Murtaugh coming out. This book started my love for reading as a middle schooler, so it has a special place in my heart! 
Fun, adventurous, and captivating. Great reading for teenager/young adult. 
Downside would be there are familiar and similar themes to other popular books. Also, Eragon’s training and traveling spend too much time on world building and it’s easy to lose interest. ",rereading murtaugh coming book started love reading middle schooler special place heart fun adventurous captivating great reading adult downside would familiar similar themes popular books also eragon training traveling spend much time world building easy lose interest,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,5.0,pretty bad but has a special place in my heart (special interest age 10-14),pretty bad special place heart special interest age,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,4.75,"i didn't think rereading a book could be just as wonderful as reading it for the first time, but reading Eragon again was awesome",think rereading book could wonderful reading first time reading eragon awesome,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,5.0,"I will be reading the rest of the series for sure. After reading a heavier fantasy series before this book, Eragon is a breath of fresh air. It’s certainly not without it’s sad/darker moments but it does have a lot of wholesome moments in and it has really captured my imagination. I enjoy the more blunt writing style and the characters are quite loveable (though not extremely fleshed out). The plot is good but it does fall into the fantasy trap of a lot of travelling that isn’t all that well justified in the story and sort of feels like for the sake of it. In all honesty it’s not a literary masterpiece but there’s something just so darn charming and captivating about this book. I’ll certainly be trying the next book in the series!",reading rest series sure reading heavier fantasy series book eragon breath fresh air certainly without moments lot wholesome moments really captured imagination enjoy blunt writing style characters quite loveable though extremely fleshed plot good fall fantasy trap lot travelling well justified story sort feels like sake honesty literary masterpiece something darn charming captivating book certainly trying next book series,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,3.0,"I just don't find this book as appalling as so many others seem to. I've read better. I've read worse. Sure, the storyline follows a similar theme to others...but I can say that about dozens of other books I've read within the fantasy genre. And frankly, I enjoy these types of stories so much that I don't mind reliving them in new flavors.",find book appalling many others seem read better read worse sure storyline follows similar theme others say dozens books read within fantasy genre frankly enjoy types stories much mind reliving new flavors,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,4.0,"I read this when it first came out when I was in middle school, and I was fairly new to fantasy. I remember really liking it at the time. I decided to re-read the series since the fifth book is coming out soon, and let's just say that as a whole adult, twenty years later... well, you can really TELL that this was written by a fifteen-year-old boy. A smart boy, to be sure, but this is 100% LOTR/WOT fanfic + dragons and you cannot convince me otherwise. ",read first came middle school fairly new fantasy remember really liking time decided series since fifth book coming soon let say whole adult twenty years later well really tell written boy smart boy sure fanfic dragons convince otherwise,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,3.25,"Where to begin? OK so I read this way after the fandom died down... after the last book came out. It was good, it took me forever to read though. I don't think I can say I enjoyed the pace of it. It did feel really, really slow sometimes (especially during the traveling chapters). But I did like it and I will hopefully read the next one soon.",begin ok read way fandom died last book came good took forever read though think say enjoyed pace feel really really slow sometimes especially traveling chapters like hopefully read next one soon,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,4.75,"have to say i'm very glad i revisited this childhood book series, and especially in audiobook format. (note: i hate audiobook music so much. shut the fuck up.) i think the fact that i'd read it first at like age 13 or whatever definitely shaped my thoughts on the book but, i mean, it has dragons and magic. what more could you want? i've read some of the goodreads reviews and i totally see where they're coming from with the critiques of the generic rip-off fantasy tropes, extreme similarities to lotr and others, flowery language, etc. and eragon IS a pretty one-dimensional character but honestly? the plot is what made me like this book more than the writing or the characters. and while the plot isn't groundbreakingly unique or anything, i do think it's compelling and fun enough to get very excited about.",say glad revisited childhood book series especially audiobook format note hate audiobook music much shut fuck think fact read first like age whatever definitely shaped thoughts book mean dragons magic could want read goodreads reviews totally see coming critiques generic fantasy tropes extreme similarities lotr others flowery language etc eragon pretty character honestly plot made like book writing characters plot groundbreakingly unique anything think compelling fun enough get excited,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,4.5,"Slow to start, but really good. The world-building is fantastic! In terms of epic fantasy, I MUCH prefer this to Lord of the Rings as I found it more accessible.",slow start really good fantastic terms epic fantasy much prefer lord rings found accessible,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,1.0,This book was a real page- turner. I enjoyed every moment and shared every emotion with the characters.I would reccomend this book to anyone who enjoys adventure and fantasy.,book real turner enjoyed every moment shared every emotion would reccomend book anyone enjoys adventure fantasy,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,5.0,"Better than when I was in 8th grade, I think most of that was having it read to me is easier with the “magic” language which always adds a level of confusion.

More childish than I remember but it’s a good story and I’m looking forward to the rest of the series",better grade think read easier magic language always adds level confusion childish remember good story looking forward rest series,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,3.0,"This is such a good book and I loved the story so much, plus Saphira is incredible! Problem is this book is so tiring to read, I read two chapters and it felt like I just read a whole book so it took forever for me to actually finish it and that sucks because I was really enjoying the plot. I also liked that it doesn't end in a cliffhanger, so yay.",good book loved story much plus saphira incredible problem book tiring read read two chapters felt like read whole book took forever actually finish sucks really enjoying plot also liked end cliffhanger yay,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,2.5,I loved the story. We get involved in the lives of the characters!,loved story get involved lives characters,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,3.5,"I am so sad I didn’t read this when I was younger. But I am glad I got to it now! We follow, the chosen one, Eragon on his quest to keep him and his dragon safe from the Tyrant King Gallbatorix. He is also in search of many answers. There is death. There is a coming of age story. There is war. And traveling. Lots and lots of traveling.  If that’s not a problem for you, pick this up! I found it rather cozy. (However it is not a cozy book!) ",sad read younger glad got follow chosen one eragon quest keep dragon safe tyrant king gallbatorix also search many answers death coming age story war traveling lots lots traveling problem pick found rather cozy however cozy book,True,Negative,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,4.5,"Eragon is a young boy of 15 brought up in the Pilankar valley by his uncle Garro after his mother leaves him there as a baby, he and his cusson Rauren are more like Brothers having been brought up together. However Eragon's life changes when he finds a stone in the Spine on a hunting trip, after being unable to cell the stone he starts his own investigations into the stones value and worth, however one evening the Stone hatches and a dragon appears so now begins the story of Eragon's life changing adventures as he starts with the help of Braum the Storyteller and a man with Secrets of his own to learn his new found skills and prepare for his destiny to save the Empire from the Evil king Galbatorix. Will Eragon triumph or will he die in the attempt. This is the start of a fantastic promising and richly detailed four book series with fantastic Characters and world building. The author was only a teenager when he started writing this series and he's shown an ability for writing way beyond his years. This was exciting enriching and addictive making the reader want to learn more. I had read the abridged Version quite a while a go and had forgotten just how good this story was, however with the extra details of the unabridged version learning more about the world and a more in-depth look at the characters this is an even better piece of writing. I am so much looking forward to getting to the rest of this what promises to be a wonderful series.",eragon young boy brought pilankar valley uncle garro mother leaves baby cusson rauren like brothers brought together however eragon life changes finds stone spine hunting trip unable cell stone starts investigations stones value worth however one evening stone hatches dragon appears begins story eragon life changing adventures starts help braum storyteller man secrets learn new found skills prepare destiny save empire evil king galbatorix eragon triumph die attempt start fantastic promising richly detailed four book series fantastic characters world building author teenager started writing series shown ability writing way beyond years exciting enriching addictive making reader want learn read abridged version quite go forgotten good story however extra details unabridged version learning world look characters even better piece writing much looking forward getting rest promises wonderful series,True,Positive,Positive
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,5.0,"I had a hard time getting into this book, I never read any of the other ones.",hard time getting book never read ones,True,Negative,Negative
https://app.thestorygraph.com/book_reviews/d593cc1a-9322-4a94-8706-30a819885f6f,5.0,"Started off great and at a good speed but further into the book, I did struggle to get through this and I feel it could have been shorter. The different relationships between the characters were extremely well written however.",started great good speed book struggle get feel could shorter different relationships characters extremely well written however,True,Positive,Positive
